county,T,loss
12037.0,3,"[153102.98370380548, 1015583.9570899522, 705274.6813238693, 1031471.4580441122, 1967213.181723135, 1215751.575749867, 595724.6739711013, 1953341.4888058205, 316865.8689944957, 1063202.8578065503, 650410.8946579032, 199766.95071096657, 1318017.8403035721, 605713.6798540544, 299154.7046461019, 143966.56246317818, 635821.6238276267, 718481.254416434, 767905.8863391987, 371910.9131002067, 244431.10138641452, 568483.2794979684, 831817.2390816672, 1163025.5780990988, 1041250.8373286299, 356349.294964867, 195010.92372776434, 653555.8044851949, 1088938.465874562, 229936.93193595053]"
12037.0,4,"[1032626.0502961429, 533623.0676106757, 1620304.3735512926, 1014804.9866358885, 664602.4496351483, 199551.25978503097, 109366.40291101245, 530734.667008326, 1128104.1297955622, 1565756.1696216448, 431038.11490875634, 329074.79284677963, 1501042.7310210478, 110997.98791918322, 401332.798254897, 250798.31656955692, 482869.1426957495, 867387.2676973891, 1120906.0504629964, 67851.31801706874, 832091.8976493735, 923186.185179827, 1047255.5851735923, 922095.3720745792, 1557106.0620657594, 433416.8910538169, 1872179.3266264198, 353070.08948969137, 167548.87416564996, 325072.68725266465]"
12037.0,5,"[983242.5278518875, 408710.39682521694, 370233.4991626881, 182750.83061958442, 574374.5593015116, 833406.3047754714, 316621.28638957604, 415787.890026473, 948516.2101613071, 233533.52461669256, 675862.0625061225, 823692.1400283013, 966952.94172864, 2555334.257328214, 772050.1580821901, 541568.7224841618, 823640.0146754588, 584827.4463082703, 887194.3332850112, 188742.09766084314, 223741.97748957467, 725440.6807881593, 1102713.1092910033, 282185.1121021569, 667994.6829893722, 412049.0117033815, 1977326.8221391055, 651266.1643591431, 777407.5300604841, 106157.17347876118]"
12037.0,6,"[709893.6276736271, 191764.88507709882, 1545877.4403390787, 774917.4334479119, 1579148.0235085923, 465954.0841218522, 502427.8192116714, 1494946.6291436006, 698072.4646800049, 992282.9254567381, 512938.47615942004, 460974.1997613662, 1290387.0282195616, 403635.3856392349, 1395231.820196275, 1353682.2224937028, 184367.09352043536, 63712.46244060735, 653496.5508956047, 334555.57777758007, 31316.2256911715, 2183953.8619379643, 1237273.194548442, 759365.9447585872, 1217659.019600195, 1111313.004323741, 517858.0905523509, 712855.8066016407, 1290265.845155924, 49730.1697313094]"
12037.0,7,"[1081973.0228665497, 646400.5887361609, 230955.63573696662, 157262.71940537848, 1097866.8306996184, 788954.0883665709, 1115083.4784228238, 1673144.9775490712, 427962.01949051395, 962969.3229130908, 768233.3499096276, 208953.509121864, 213824.38083314194, 585948.0210768492, 91535.45144085206, 162583.71408151137, 1299702.1229901458, 614618.672343325, 1208428.6224459703, 631113.5717544508, 248491.3666643472, 816258.6652477555, 424944.8291487531, 388583.2764999454, 574994.2830203036, 461861.0825746548, 701554.3892186952, 825670.315726073, 611270.9648427395, 1343980.06407698]"
12037.0,8,"[1423096.723248689, 1006600.9355126361, 1596021.7892597571, 505610.6843761722, 1304638.811659424, 1081459.8780890247, 708014.0823433303, 1009440.0436528288, 2188973.0172766987, 93171.53463508651, 1583807.2210899522, 629363.2329323099, 1052832.1167070076, 392501.85245832487, 452594.05365264334, 270193.37705317076, 1567341.577382809, 126582.25604992468, 752209.8654901133, 751732.2422883917, 599228.4907031243, 454567.8977420058, 793132.6469310204, 342579.95167769317, 829567.3310831004, 542750.425479557, 943369.6817601393, 1516873.8073539194, 259211.41514617056, 469305.2024344487]"
12037.0,9,"[88559.21260668665, 537481.5119141985, 928334.9474119531, 327786.7721490409, 207371.8250777008, 417527.03433214873, 63296.801202642666, 877638.4966195895, 1753290.095577064, 904267.8453373623, 1520922.5395321879, 1040214.4196975868, 1558727.7799251399, 1480174.623637934, 697792.5815780977, 1474433.0890185025, 299209.15442100895, 1623402.3330387368, 1205727.0291581491, 12135.886353376307, 581275.7880823993, 464515.0791247939, 244348.59953637302, 1205617.4080453566, 2240654.315576048, 1390399.6561827369, 1000110.6473751893, 770946.6699669812, 1594989.072719602, 678766.1314149358]"
12039.0,0,"[0.0, 0.0, 7.335957900005168e-05, 0.0, 0.0, 2.6848192635970225e-14, 0.0, 137.32406342338018, 0.0, 3779.765731443283, 239.80642626684485, 52.80677884961679, 0.0, 0.0, 0.09437369671139875, 24477.32311682555, 0.0, 37801.46295170681, 0.0, 261.1704813963813, 483.57276991785045, 0.0, 344.0860109588132, 2308.199046911052, 497.2579685228737, 9.034798272573326, 0.0, 0.0, 1.2223804497826896, 418.5172031543651]"
12039.0,1,"[0.0, 94.01781512293438, 0.0, 2.340992391147552, 0.004746315505615261, 0.00753204471730968, 136.56143036914227, 0.0, 82.33545939025275, 0.0, 2452.816255937209, 0.0, 21932.938916782645, 0.0, 0.027109463845728713, 0.0, 380.53817181990007, 3.669375625503602, 7.415624276446527e-05, 0.0, 21990.149440186186, 0.0, 10929.163682549994, 67336.32721699894, 0.0, 8484.335497034232, 22.515860539554005, 3289.1298805010983, 264.77592634685817, 2.1478554155935734e-13]"
12039.0,2,"[15357.388584449229, 27.79300530409286, 23422.10879796816, 90624.89288202231, 12597.51867516636, 352.32005205337157, 5703.752566020203, 0.06928498242271729, 741.9500227986232, 0.0, 216.88213263238399, 0.009744320877414697, 1604.1652920917697, 1.8897155349470945e-06, 0.0, 67348.00013460458, 0.0, 47875.214193071115, 16793.54432974276, 4.8352597665569155, 5969.880027657923, 1934.0929034643939, 1.0330800261573758, 992.7571534699377, 36712.5875956606, 42506.18776898604, 0.0, 0.0, 0.0, 29124.159884181754]"
12039.0,3,"[9204.196581358632, 0.0, 5590.2874509951225, 14327.990809691262, 11167.024294858322, 1000.5061601820926, 0.0, 8078.208646076262, 0.0, 0.004088199446377675, 2733.1840076503568, 241.87373957935012, 6211.947715808267, 0.0, 0.0, 4449.360024387166, 28258.867929811964, 26531.428878346418, 57248.94442544665, 11377.154542749753, 1710.961120001023, 0.0, 0.0, 248.44892133489543, 41348.0165069166, 0.0, 16846.973374886078, 1362.076021250732, 0.0, 0.0]"
12039.0,4,"[0.0, 0.0, 82.29468956160589, 5153.159077330563, 0.0, 1819.2672098448686, 1.6550306643487713, 52.15556645271465, 5.192914592857851, 0.0, 0.0, 0.0, 5.916162441139929, 1303.579497751129, 584.0339593899902, 0.8508855463530443, 279.1588174478926, 0.0, 0.0, 0.0, 99.35577453133918, 16828.60757305477, 0.00016423685601361031, 0.0, 14777.481871350059, 0.0, 117.70210665828478, 0.0, 2.5244613156937326, 0.0]"
12039.0,5,"[2.0355517687049936e-05, 11.165794943972768, 3999.3642064609226, 0.0, 0.0, 22753.313201405777, 0.0, 790.9549520940869, 9.70062806362807, 12873.361733879541, 0.0, 2145.7309112486664, 0.002334695872141836, 8647.258051833054, 4869.651856741171, 0.0, 0.0, 649.0370248614804, 65804.67733939446, 45348.304474917255, 3296.4133987644723, 2.8178795182436898, 0.06286701509134231, 15356.512943060112, 0.0, 27170.476704699246, 3701.0040333553097, 1325.4831553462664, 820.70583143257, 0.0]"
12039.0,6,"[14367.488265204483, 2940.623836593028, 2090.1979954929193, 0.0, 0.0, 0.0, 16402.010570995608, 32446.01397511753, 0.0, 3200.9524934915985, 9046.330390275903, 0.0, 0.0, 0.0, 26.70073348596089, 1223.071014791928, 365.11215929027, 2.408745425829192, 364.0133625157844, 0.25898867724827285, 0.5947779866230963, 932.0910036670406, 18729.097705139473, 0.0, 9086.208512667814, 300.9204066042621, 0.0, 0.0011582826492022808, 76.2005270492482, 0.0]"
12039.0,7,"[0.0, 0.0, 0.0, 0.00024575644471943036, 6914.9211235736775, 0.0, 5203.209126330192, 2.6682107235167463, 0.0, 56976.128639945884, 0.0, 4.8667391717027995, 0.0, 20.707278966030426, 0.0, 0.0, 3001.2654542815153, 0.0, 584.3337338310179, 0.0, 0.0, 186.9621234270092, 0.0, 0.0, 29.318526176725385, 170.02619213632613, 0.0, 720.7540312925189, 0.0, 0.0]"
12039.0,8,"[55.8101484214766, 55.609342760120626, 0.03305000196011697, 3580.021004039747, 4063.455122981278, 0.0, 4048.562221288804, 0.0, 31683.384680844283, 0.0, 2697.04556764925, 621.045622996289, 0.42703068606610023, 0.0, 1.1917788626250865e-06, 4.344878395662189e-07, 48789.83925206766, 0.5732865079977015, 8.114919264814263, 11359.327561853099, 0.0, 0.0, 0.0, 1060.0957924512443, 18759.955094860306, 0.0, 0.0, 105845.47293204078, 0.0, 0.0]"
12039.0,9,"[7306.7995009818815, 110.49179267477128, 7202.844147790119, 12976.2428577389, 0.0, 0.0, 0.0, 16.14399206832072, 3038.639515780241, 11681.891961632678, 5949.0921348040065, 0.0, 3104.597954223968, 3597.6131907516556, 777.7679055074439, 0.0, 0.0, 238.9357558788446, 9.475637063264383, 2.7214190888613756, 61860.41856933889, 0.0, 0.0, 6484.516892224529, 38156.95258323428, 25521.839255907944, 181.45411865482444, 0.0, 0.0, 185.77027960332137]"
12041.0,0,"[33834.17309351826, 0.0, 3843.076880387891, 80764.55894445897, 29639.9387272613, 87260.70075050228, 75.02500249315844, 19876.017080182566, 73374.08817917696, 84744.49717345701, 34.434935123735826, 14250.707564869213, 102759.01648627239, 40228.73447783295, 921.3335821128818, 126461.84040508034, 8455.133513580182, 73156.3120784555, 50262.28424275219, 156966.42036851577, 4626.358319330024, 43447.92855798966, 108578.51096636344, 45020.32366369802, 26426.210766409647, 11052.959696709468, 1025.461481595901, 26736.854059578534, 15638.482551419793, 4166.392283781983]"
12041.0,1,"[112343.94477079905, 717.527850822919, 58807.16711141474, 10096.115429680838, 185538.9195554683, 25213.672728613383, 40132.80030414294, 351.59808080708837, 14104.855988910049, 20675.07082590892, 38823.581966062746, 48256.4106906186, 4409.1341015203625, 13254.844413804813, 44518.79122578797, 15622.771301911487, 11408.432403474784, 232.997799136696, 76023.76266266586, 42873.091715383234, 54622.64065484676, 54721.464807041586, 10665.316098524558, 64115.83043316545, 7054.939757293518, 0.0, 1.8582641492189844, 6691.444939033448, 6726.583792012234, 108268.2484048557]"
12041.0,2,"[202240.9830124239, 10408.21857860858, 87413.6390146282, 77746.15669007813, 3394.2551619624746, 35675.853412250406, 1996.830809753457, 56892.26296347074, 9246.997511108188, 2422.2325607016805, 0.03837449069998634, 3228.382299519002, 9147.291419663303, 35718.85652364893, 5914.848487608308, 99661.85209546509, 31225.32977129619, 44009.45393426661, 50221.81572804445, 58280.01072064248, 15095.941359039447, 398.91472661255364, 1405.3071912682149, 11353.721758166324, 155709.32327610962, 93827.8565611394, 78185.67223862004, 9373.184675912657, 21312.90127911692, 179227.8115942537]"
12041.0,3,"[1501.7338578319925, 38729.32415379753, 17702.140146898804, 19607.463517155746, 67573.80020164771, 21280.016370262303, 3197.8648895148513, 7233.025952856733, 23996.031712215583, 59000.15910349407, 27689.31901125559, 3400.0110059279914, 228.51787878447985, 62799.280246744784, 80878.98934754683, 8638.51873800369, 167208.51006826226, 350630.4456495013, 94675.85884019641, 159186.81798943024, 144939.94546722225, 2507.574564214548, 30688.80429279724, 60909.68002849192, 21169.682382194915, 41155.63158642697, 68644.6529133772, 33793.803699507494, 181370.9008586871, 8784.476305444849]"
12041.0,4,"[5689.473091234115, 120957.95018998867, 745.9489430087124, 15695.020689881434, 539.373392781483, 110991.757409504, 18846.682444384132, 16558.895523981322, 40181.53730959385, 323.41836996004747, 158052.2588418979, 12014.124998111427, 242148.33769587477, 14368.139124903293, 7204.328376617361, 112562.70410765489, 17563.717472481098, 29762.69707208769, 45348.39136296248, 4014.915132126661, 20877.84729497267, 91184.32332244693, 142810.9290876272, 188518.1157828206, 33766.82993630824, 6205.033609230089, 151346.72935601237, 72039.02967545569, 23736.88471852767, 42946.404202882964]"
12041.0,5,"[39624.689675146205, 36009.030578423444, 104602.43635791201, 25172.39501514886, 4787.398376551879, 156659.68477843772, 27564.173209042456, 155103.0466461698, 43354.13736020237, 3556.4075293919623, 114.1808859638637, 34280.54046935105, 11895.575897626872, 164396.88321725623, 75525.25979158466, 54086.996894337026, 20401.7874706551, 130555.65915000155, 76660.37824282247, 2980.89157282339, 4003.336477082445, 18519.232917581234, 325.6904279604378, 37718.84177694983, 19312.389560347776, 40401.91528753346, 49435.36581068493, 30763.736654240314, 41114.01631522651, 5976.009618202456]"
12041.0,6,"[44515.53856072336, 9591.508735531554, 106072.82489633928, 47812.9378873196, 103527.0536496547, 484.70372063150626, 33826.60943419728, 112773.48113973485, 27062.74604817977, 63985.08934135822, 1193.5995837536352, 66013.60370876206, 7552.196567525336, 15837.697660510039, 77456.15062921603, 26535.919143120755, 9959.23493908642, 1347.2175969745933, 33978.65147806558, 18439.732792170103, 31.282740227585204, 91398.20215237865, 127859.55859006729, 91518.93568377213, 29777.223676315905, 115984.52401836637, 135969.89157968195, 61057.14757762739, 49491.48602136269, 22998.19192895584]"
12041.0,7,"[87156.12836458776, 13219.775451090094, 26813.206460070083, 18354.829392922675, 12688.638871506715, 86284.85264911746, 104840.9430149431, 201360.08240255556, 1087.6333114659947, 61685.52112788355, 8888.881366401214, 87804.72946198055, 12895.116128842796, 29461.179322274194, 14022.568900577879, 127.0145519151443, 147616.96060654864, 80167.9630633877, 11226.738646194, 0.19906605822300605, 38041.81127572599, 24951.307312952355, 166273.67702451185, 237.6254193290436, 20513.237949518712, 181909.8145224988, 70.14157614810772, 12742.6645471989, 41997.741956190235, 1223.6643667210476]"
12041.0,8,"[54615.89260456896, 36959.94032923444, 40271.04816540675, 144935.09099915644, 112883.02970486582, 204570.7947534407, 40281.28130181246, 56009.03494711102, 221939.93542978083, 54340.792742086414, 27881.931094562962, 19020.62583244453, 22444.229385659946, 371.9633071581749, 4.654912272631471, 3161.965450638268, 216375.60537555412, 514.616477717686, 31041.900209814434, 70625.84527776475, 5349.131524560943, 210412.60742498256, 51717.52019873272, 10988.719870280593, 71306.41424032161, 17187.497544142396, 0.0, 166455.53388916884, 8291.026125681348, 7694.600592656747]"
12041.0,9,"[3038.6040999565876, 166807.19207480605, 143253.79895364557, 21765.320239726236, 10.324754378608386, 4282.385242231545, 8656.441504157994, 119884.81175671068, 112039.57600489931, 24845.3354489704, 107461.32035891316, 27271.906119728083, 26303.06943684698, 40147.71434411534, 282.98059591386317, 32102.126419143904, 1813.7724737159674, 76776.87393746138, 27398.273850527887, 1433.5950448138744, 103566.03524724492, 9113.917071535223, 834.1439676714971, 55004.86113055793, 412031.71023899, 36223.34433296997, 39966.63410754775, 9533.445513373099, 42622.86661970305, 17093.59334517284]"
12043.0,0,"[1370.0757894218234, 1.6267392934956628, 300.6487022924024, 30931.358719573036, 0.36549113446102693, 10529.052675807461, 0.0, 5898.098916563613, 804.6308455192482, 4309.061826080297, 0.0, 0.0, 0.032784613938693245, 3141.4349763790588, 0.0, 9611.680991953106, 6.548039060117287e-08, 1158.4571436193944, 7149.714387446088, 30952.26076365768, 960.6707393185718, 1.7040801353237034, 0.0, 0.0, 0.0, 0.0, 2108.342083881142, 0.0, 0.008917195393993656, 0.0]"
12043.0,1,"[1.1531638695280533, 0.0, 0.0, 0.0, 60894.492314111514, 98.514078963443, 0.11323436886462585, 0.0, 0.0, 4797.930898111353, 582.5141759206805, 26844.81346574643, 0.0, 0.0, 129.5669854445304, 8.481531990772664e-09, 0.008526197035155768, 15.579496992478465, 62.5209046841494, 8221.45575438062, 1114.947591134405, 0.0, 931.7777464499807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12701022999534703, 33000.32244476194]"
12043.0,2,"[204.02268640521393, 99132.721083484, 36443.38489349994, 3.5690053990052037, 0.0, 10812.830320917767, 0.0, 1496.193082848029, 0.0, 0.0, 0.13429693711130963, 28858.318943120026, 296.3620532440934, 0.08706810166738883, 80459.8281099499, 9.865648874896323e-05, 2962.2974938342763, 0.3961694678279227, 0.0, 7131.9617898060515, 0.0, 0.0, 0.08935603250313742, 94.48169761193351, 0.044873530353456384, 0.0, 92037.18287905282, 0.00022617621149371666, 5403.841518522849, 49.983714043045154]"
12043.0,3,"[2.59856043012114, 52284.82251653781, 5.054874032917793, 0.0, 4522.854006484648, 8901.982310469242, 1.3695241351938752e-06, 19706.64741207169, 37.21878754392438, 0.10986007441582547, 295.74311439746447, 1278.42352951187, 601.9211967397448, 357.50679423725177, 20243.730607967263, 0.0, 1078.4191349323446, 68273.0548673745, 0.0, 443.11181983678824, 61.59908403865801, 7.951663328412571e-07, 63.244417493213284, 1.9214856942710816e-06, 111.66275526647088, 2796.96957855904, 0.0, 4768.987923963515, 6184.04396705848, 5.70397678102997e-06]"
12043.0,4,"[51.87513971552415, 13.204582235957094, 5.8352542866151206e-12, 4.574441171374801, 4564.309953654289, 0.0, 0.0, 0.0, 10385.91536913701, 142.79587929501963, 5278.88799913982, 0.0, 12715.565974901114, 0.012415102941036373, 439.1580465819471, 0.0, 0.026086064348061135, 593.367217782844, 0.0456010944767024, 0.0, 11432.543923762403, 3945.0762460654123, 503.9450798316239, 27.839055002008823, 1.1524663109697106, 1.4994896385641123, 79011.1451809566, 0.0, 24778.16254427313, 11045.494178499373]"
12043.0,5,"[1727.7834978652256, 0.06957179405941906, 1065.329306500417, 0.0, 0.0, 25662.85100006956, 190.09321083221502, 56064.33217618779, 0.0, 0.0, 0.0, 2.163722827679599e-09, 6945.454695742152, 2.520925415995692, 1.3946475159271379, 69850.77113323438, 8150.279943899799, 7524.843506875875, 0.04629090113909451, 0.0, 0.0, 6.679936148754498e-14, 27345.996213352202, 0.0, 11313.607035274525, 0.0, 15667.08266433054, 18.284237637776343, 5562.949366627805, 0.0]"
12043.0,6,"[0.08198161759025989, 0.427990223670045, 3.2616875413546323e-17, 52081.99973229352, 64.16180714966792, 0.0, 0.0, 24590.421159586735, 26598.136993475295, 0.4620836899871092, 0.0, 3617.2958958044464, 0.0, 0.0, 988.1360405263794, 0.0, 0.0, 2.6243607100589315e-08, 15743.929740810101, 5.0472903069494, 0.5821788315866597, 313.83280251251944, 9171.147533507146, 35265.03127077768, 496.49452611019666, 83883.85604585324, 2953.837170351571, 6.309747469293166e-11, 0.0653536555097699, 0.0]"
12043.0,7,"[0.475717362005915, 87.0663343120713, 0.0002772782013879826, 384.4979585608347, 13.589259286471977, 137319.63825818262, 89.27764052359669, 2.0991399896210896, 3.3480232240556913, 0.0, 0.0, 0.014313304052099218, 282.3427693180928, 17956.96672064087, 3.934965529375497e-06, 0.0, 41062.0494867205, 0.0, 376.60991022312277, 38.04444908100966, 0.9244692450622621, 4715.987823514249, 182.50458581416893, 530.1317567912552, 0.0, 30.281172868652998, 1510.8342860852333, 0.0, 2110.0675065255546, 0.0005800445134716126]"
12043.0,8,"[407.6944460343134, 20748.41048168027, 0.0, 90272.00315472626, 12014.589549148004, 41082.06640444969, 20.952923876931653, 22599.261726355708, 56204.02432745014, 92.12932168886807, 3.2541080632889923, 0.5326801809438815, 3.9206400605107903, 0.0, 0.0, 0.0001784211273971969, 28459.692545631202, 0.0, 8528.885445412127, 15.41150447313576, 2148.064897552094, 1.526266349771122, 642.6419967718937, 0.0, 0.050261737926520486, 12169.06221231397, 0.036866859664794874, 108.53951113741381, 3.607582657008149, 0.0001551001323334797]"
12043.0,9,"[0.0, 5257.551744805192, 0.0, 6604.410293989002, 0.6116376713384793, 2.4506876298615285, 57.83963029763404, 3321.2727518270594, 13143.366262833131, 24133.57186766705, 0.0, 172.13750814150646, 0.0, 0.0, 0.0, 24423.366953804874, 2.5267660039361803e-06, 1.0908134073391929, 8.670957255371947, 0.0, 2841.7562446281895, 592.4773197410874, 0.0, 41580.08878429553, 3054.2820727154203, 0.0, 0.0, 131294.21412946662, 0.16094318017804807, 0.0]"
12045.0,0,"[34474.29266619743, 231871.8030779397, 275938.0916431596, 867321.1543911562, 163125.2269415249, 407288.54204511177, 47036.426255819635, 286497.42804206774, 437313.1002943037, 405556.0251889493, 398249.9068609408, 327388.89840212866, 298189.79919463885, 478832.9275613727, 375994.0143624415, 887499.9087297046, 175955.97549499976, 980045.84253239, 313601.36289535754, 647055.4317130572, 741916.6302633365, 349889.22274922597, 110343.82242060975, 265655.16244257876, 135855.15892605152, 54357.18868931005, 246832.6530177121, 146693.04973743964, 505497.3725514112, 30955.037882577053]"
12045.0,1,"[88351.670172107, 292217.1926525997, 8798.455297995823, 287790.18951836583, 366215.0845720047, 257370.94863352383, 499488.8259064453, 115943.08573126179, 267205.29043885245, 420149.2087752398, 378619.4793476089, 51003.84671802518, 436427.9108989434, 228615.73101292856, 348666.71516198653, 122677.63255034262, 271727.91518539545, 203055.436929226, 79910.13778261517, 134523.31955844274, 252477.03296465692, 344234.6388245564, 616406.099499965, 219818.81869739108, 108308.07392884471, 227960.14799804412, 382470.22328344366, 92317.8518024684, 335165.62041390676, 211322.33378491472]"
12045.0,2,"[621345.0162946916, 634052.7656767969, 337445.1503860746, 585719.6423449465, 52671.3428531206, 356650.1273205324, 109320.96749801944, 131364.6694378333, 127983.84625650888, 84446.45724916352, 298222.66149456444, 608399.5398100158, 405065.4827665166, 104049.44577727455, 59564.78252487527, 870822.9509770568, 576508.5409468374, 574162.1588164136, 78751.78493478474, 417022.29275411955, 355774.6786496982, 229048.53196101883, 134113.7448129378, 440056.53256196645, 805596.5308878756, 359927.91843750904, 364260.1916285772, 181780.8047306329, 492958.57636538916, 427684.8442286346]"
12045.0,3,"[236445.51003335795, 477635.2108840288, 117146.2820546296, 239456.45109997483, 1047544.266027907, 772215.951842383, 170979.0989838684, 814424.7066614035, 228392.65294333867, 601477.8244317987, 475410.01220099715, 258640.4533830879, 393714.51848292234, 251602.75973210533, 142373.2171052775, 151928.23302090215, 730382.1472547847, 291049.1712845412, 572960.2175869017, 228260.14570656716, 195855.60193876605, 124331.97268586108, 330289.04227502015, 257311.83107689113, 377965.3663039219, 102870.72164243196, 237257.39786274932, 224519.59347384018, 481722.2775913386, 50000.78863243451]"
12045.0,4,"[544268.7333548093, 133160.21717097392, 449439.67974945874, 360919.761947539, 206208.71906031205, 77823.46332231755, 74133.05310488738, 266155.3862097473, 518079.0001123005, 721190.6740298304, 229767.3026007016, 88999.74501912238, 147036.73998150462, 80612.39693183951, 129979.12094048731, 73187.71145573318, 230294.99669953276, 420488.85004530073, 508726.2309377696, 84251.32037438655, 371274.32895999565, 371992.035035055, 292568.32084797404, 204078.9305440939, 626260.4094690395, 216570.34432233867, 749632.3655516705, 147174.15750808193, 39987.47722633324, 121794.18597700998]"
12045.0,5,"[316831.6792530128, 108210.41941546997, 115604.16276075997, 15201.009707946703, 130546.02653069801, 322950.2974586905, 89810.96476039886, 211466.04815901286, 255508.44426539293, 151996.05675247093, 348295.4033975099, 560090.3677895049, 224736.93498589637, 588644.0983209058, 195632.6012051211, 113199.39429762936, 473613.8361467812, 275555.06860114256, 526325.00349509, 142283.8648727333, 218778.19624215463, 279718.6183253704, 582144.7861041202, 63546.777548210426, 563531.3663814495, 219686.5645638332, 1100040.1298948084, 176428.60650013437, 322217.4394197357, 43581.51641499105]"
12045.0,6,"[306330.89244146604, 213473.28549579636, 310508.3526685529, 304285.19959373306, 736368.3847495071, 298552.30414182146, 237612.46242149264, 807476.6459713774, 442733.09196812374, 575238.6511756865, 355318.6274276199, 225715.71927000012, 248662.02536373195, 76805.66125756278, 557769.7995972796, 310330.76208984887, 145875.61635576817, 73476.40881776364, 439268.9065269754, 210410.57541600973, 13744.214790301685, 952834.786206092, 1031054.2280628469, 310561.48042607214, 407936.4221009606, 616695.0234982421, 327315.0718489313, 163552.17406186386, 149353.63401328484, 25889.530186943633]"
12045.0,7,"[602351.2425206786, 256967.26807077957, 88305.48362279031, 42717.500746178084, 1077531.7546738894, 369769.03443517885, 258931.7384016595, 574383.2107884188, 203897.89063281994, 201314.487827495, 321820.9760469374, 126533.34240328694, 78554.49643558204, 301843.7913550377, 96152.36659429334, 47676.38761087761, 605287.7983769051, 304693.0249635664, 342637.91171952325, 339554.5381073609, 94839.25652521207, 560178.6198219432, 149456.45705573875, 177684.97038257463, 189448.4039628696, 298319.14208241296, 143036.7519852389, 683216.8504892988, 214895.69298496319, 600501.502496201]"
12045.0,8,"[521332.1837605795, 319150.9427525187, 668722.0044506254, 272253.6006045657, 214691.61555294745, 581554.1066941851, 469999.83204668236, 261354.44093838424, 533312.799427584, 9613.488350956231, 558725.8002178888, 222002.28775965126, 376711.79736472096, 425418.09070993535, 214936.47951353504, 128817.8494505593, 984155.3653510407, 40190.627337482794, 231862.78276643142, 216472.30545834466, 783549.5157868607, 247473.13987346136, 548761.1012376896, 80365.4476880893, 213911.50839456727, 623233.1961810638, 129231.52806553968, 1003940.4912114883, 188266.40041043327, 253010.02912067602]"
12045.0,9,"[102222.9254686775, 66688.08917914632, 245800.82552057353, 282100.40828866855, 152607.17092029657, 201597.380634753, 80365.21766188467, 344786.2948043579, 724831.3850121723, 460967.87282525015, 266114.3542476922, 640178.5158293465, 603887.805965801, 373552.42828855035, 429970.21573920536, 350815.63889139605, 113876.86355988008, 558376.6808927364, 590521.8933912552, 34754.648302862086, 107884.63079726117, 325388.0181065793, 74458.27355640018, 556258.4443437759, 727939.5558578634, 532101.7505563109, 188076.60185819093, 575716.8016188078, 276526.5461983076, 221911.21049950202]"
12047.0,0,"[75939.25325492446, 0.0, 4814.260587425241, 19598.777082994264, 4831.116421737185, 11869.135217814224, 0.02193722837617767, 19516.602710715826, 7038.614469079094, 38416.94509453789, 95.88846488289397, 2430.3881421112605, 55113.1506028988, 24324.111001962956, 13.564867889609822, 107436.16956441944, 0.041948634310229556, 28103.7763347201, 6322.092583040928, 121055.01764703664, 4.498125768791541, 4246.6210011455905, 31175.276445484174, 34431.266518368, 26358.002154454694, 1860.3504390123112, 299.3014717678834, 13109.294205508057, 46089.031993607656, 2195.035584384219]"
12047.0,1,"[16832.966643356074, 206.25489375722006, 23628.73529027401, 366.60974531495, 146382.42543756706, 1548.9660094960323, 64749.655081734934, 0.0, 18700.533108229978, 9834.7871220103, 30462.197202368992, 4.245716770675774, 65.30962358088352, 239.1961371124151, 13536.22503896638, 2123.4859865104663, 3525.2702204759435, 62.659235359773284, 67327.01765123726, 471.90162464069374, 17185.484780584942, 487.15361088030284, 171.0555813531822, 71856.70681056313, 9021.27771252802, 0.0, 0.0, 0.6306354027594935, 5.767025552823401, 55687.80891307883]"
12047.0,2,"[259021.92617741154, 8275.960070302315, 74041.20086421902, 121294.59080732468, 882.4643331811226, 1265.6894028061256, 48.20039669643186, 12754.12957424462, 181.08595946599488, 0.0, 0.0, 2160.487634659342, 4992.732465672931, 35953.3689729706, 157.95378629698683, 212453.20177930154, 388.1159832188805, 24670.229378144486, 94733.22986367576, 4962.726264208329, 1203.2713570228002, 6276.593003182281, 58.376498443802014, 38021.582424091284, 264815.7968721769, 248073.1214667987, 151001.84975475332, 896.9055431524383, 57.506898053064575, 88778.2805251172]"
12047.0,3,"[142.649314456249, 10415.709446086548, 30702.275587614473, 20121.77379184819, 5265.672676281551, 5459.981578757275, 1304.557234578787, 821.5325679412759, 2741.9908918176593, 30397.425277837374, 18882.77182627809, 206.41120642486138, 110.53196213134385, 5813.801926360955, 14924.679643682768, 12939.024409843287, 219504.2018825398, 202134.5631262187, 51388.439067811676, 163585.36383480855, 131530.32214149187, 9476.0384123609, 5237.858305153846, 48783.171629151635, 5478.588783160543, 1036.0505048275568, 114630.47265021474, 35276.50133082516, 147927.87743462174, 2751.847007723555]"
